"AICc"	"Delta_AICc"	"AICcWt"	"K_rates"
"pt_1_eq"	55.2860822379479	0	0.700269510341189	1
"pt_1_ard"	57.2509693832489	1.96488714530095	0.262177486308137	2
"pt_2_eq"	61.8892568306385	6.60317459269054	0.0257871931557112	4
"pt_2_ard"	63.4786086004534	8.19252636250548	0.0116487874664811	6
"pt_3_eq"	72.7750801093035	17.4889978713555	0.000111577745727886	9
"pt_3_ard"	78.8151341689537	23.5290519310058	5.44498275468699e-06	12
