"AICc"	"Delta_AICc"	"AICcWt"	"K_rates"
"pt_1_eq"	56.6174519977004	0	0.628201438814764	1
"pt_1_ard"	58.4429214970902	1.8254694993897	0.252175715381914	2
"pt_2_eq"	60.034784553637	3.41733255593659	0.113771789952814	4
"pt_2_ard"	66.0632696794024	9.44581768170197	0.00558426061788238	6
"pt_3_eq"	72.215200801163	15.5977488034626	0.000257685991054073	9
"pt_3_ard"	78.9001053997543	22.2826534020538	9.10924157088957e-06	12
