"AICc"	"Delta_AICc"	"AICcWt"	"K_rates"
"pt_1_eq"	55.2433843366304	0	0.660586625631821	1
"pt_1_ard"	57.1902631280548	1.94687879142437	0.249557380633988	2
"pt_2_eq"	59.5301368096379	4.28675247300747	0.0774592530082121	4
"pt_2_ard"	63.2205578306335	7.97717349400308	0.0122379468250376	2
"pt_3_eq"	71.9336443792768	16.6902600426464	0.000156922730946522	9
"pt_3_ard"	80.7920236268711	25.5486392902407	1.87116999468176e-06	2
