"AICc"	"Delta_AICc"	"AICcWt"	"K_rates"
"pt_1_eq"	54.7060258186491	0	0.652246174024896	1
"pt_1_ard"	56.5551875288488	1.84916171019965	0.258744529697136	2
"pt_2_eq"	59.0620259586662	4.35600014001714	0.0738785100659234	4
"pt_2_ard"	62.2742397241276	7.56821390547848	0.014825002380388	2
"pt_3_eq"	70.0462669319418	15.3402411132927	0.000304313001075796	9
"pt_3_ard"	80.7107259689189	26.0047001502698	1.47083058059005e-06	2
