"AICc"	"Delta_AICc"	"AICcWt"	"K_rates"
"pt_1_eq"	55.2266371189168	0	0.67050181230605	1
"pt_1_ard"	57.1325031423443	1.90586602342741	0.258551110495175	2
"pt_2_eq"	59.875507371484	4.64887025256713	0.0656010222791216	4
"pt_2_ard"	64.9866296977429	9.75999257882607	0.0050938305746715	6
"pt_3_eq"	71.0260157192494	15.7993786003326	0.000248661462852791	9
"pt_3_ard"	79.517060879653	24.2904237607361	3.56288212945031e-06	12
