"AICc"	"Delta_AICc"	"AICcWt"	"K_rates"
"pt_1_eq"	56.5153928363949	0	0.635741078549938	1
"pt_1_ard"	58.5313282075401	2.01593537114518	0.232020025714921	2
"pt_2_eq"	59.9541755208602	3.43878268446525	0.113909016517382	4
"pt_2_ard"	63.6500774371453	7.13468460075035	0.0179474684376761	6
"pt_3_eq"	71.3907908169569	14.875397980562	0.000374221422108128	9
"pt_3_ard"	79.0348151298789	22.519422293484	8.18935797523963e-06	12
