"AICc"	"Delta_AICc"	"AICcWt"	"K_rates"
"pt_1_eq"	57.6063121545378	0	0.608732285907717	1
"pt_1_ard"	59.6074782303072	2.00116607576936	0.22380956565947	2
"pt_2_eq"	60.4666497541467	2.86033759960892	0.145650479427952	4
"pt_2_ard"	64.3065875615343	6.70027540699652	0.0213540383431517	2
"pt_3_eq"	72.0563046034559	14.4499924489181	0.000443251633120976	9
"pt_3_ard"	79.5650052853829	21.9586931308451	1.03790285882157e-05	2
