"AICc"	"Delta_AICc"	"AICcWt"	"K_rates"
"pt_1_eq"	56.319361698947	0	0.663939805363509	1
"pt_1_ard"	58.2565690871049	1.93720738815789	0.252039997893256	2
"pt_2_eq"	60.7604223454981	4.44106064655109	0.0720716791483755	4
"pt_2_ard"	64.3940484842244	8.07468678527736	0.0117147425797096	6
"pt_3_eq"	72.2519802172985	15.9326185183515	0.000230358665749977	9
"pt_3_ard"	80.6741101305524	24.3547484316053	3.41634939967683e-06	12
