"AICc"	"Delta_AICc"	"AICcWt"	"K_rates"
"pt_1_eq"	56.5354604850088	0	0.669440534404088	1
"pt_1_ard"	58.607826285479	2.07236580047019	0.237521807436883	2
"pt_2_eq"	60.7748854545056	4.23942496949675	0.0803771438689764	4
"pt_2_ard"	64.5149033979818	7.97944291297301	0.0123879085977578	6
"pt_3_eq"	72.1819762645567	15.6465157795479	0.000267987337025469	9
"pt_3_ard"	80.3037784447335	23.7683179597247	4.61835526933432e-06	12
