"AICc"	"Delta_AICc"	"AICcWt"	"K_rates"
"pt_1_eq"	57.9620004670231	0	0.686921017960952	1
"pt_1_ard"	59.8846278307921	1.92262736376905	0.262671876964085	2
"pt_2_eq"	64.5651750486553	6.60317458163222	0.025295639477704	4
"pt_2_ard"	64.6227246934353	6.66072422641226	0.0245781344903656	2
"pt_3_eq"	72.3102778747778	14.3482774077547	0.000526281317618559	9
"pt_3_ard"	80.9359542103211	22.973953743298	7.04978927543589e-06	2
