"AICc"	"Delta_AICc"	"AICcWt"	"K_rates"
"pt_1_eq"	57.5432142219307	0	0.624139640425136	1
"pt_1_ard"	59.4951753944316	1.95196117250092	0.23518996276993	2
"pt_2_eq"	60.5993053769595	3.0560911550288	0.135412889078629	4
"pt_2_ard"	67.2373553972107	9.69414117528002	0.00490033484465843	6
"pt_3_eq"	72.5304607129192	14.9872464909885	0.00034741018096578	9
"pt_3_ard"	79.674334889381	22.1311206674502	9.76270068155123e-06	12
