"AICc"	"Delta_AICc"	"AICcWt"	"K_rates"
"pt_1_eq"	56.2477467729967	0	0.635398995387715	1
"pt_1_ard"	58.2057202705836	1.95797349758686	0.238714049967338	2
"pt_2_eq"	59.7757016240425	3.52795485104578	0.10888319642591	4
"pt_2_ard"	63.5136394651331	7.26589269213639	0.0167987889028623	6
"pt_3_eq"	72.382650958015	16.1349041850182	0.000199249204907655	9
"pt_3_ard"	79.483787097732	23.2360403247353	5.72011126644397e-06	12
