"AICc"	"Delta_AICc"	"AICcWt"	"K_rates"
"pt_1_eq"	55.6090867648997	0	0.622501004204243	1
"pt_1_ard"	57.5793547777626	1.97026801286292	0.232435143886053	2
"pt_2_eq"	58.7939319529933	3.18484518809363	0.126636736769543	4
"pt_2_ard"	62.6884034248203	7.07931665992064	0.0180669971411677	6
"pt_3_eq"	70.5516590426172	14.9425722777175	0.000354324932886411	9
"pt_3_ard"	78.7787643988646	23.1696776339649	5.79306610663048e-06	12
