"AICc"	"Delta_AICc"	"AICcWt"	"K_rates"
"pt_1_eq"	56.5078939466447	0	0.684456182501423	1
"pt_1_ard"	58.3441606382294	1.83626669158474	0.273278462096611	2
"pt_2_eq"	63.1110685399076	6.60317459326289	0.0252048725798932	4
"pt_2_ard"	63.935053154013	7.42715920736829	0.0166939274094736	6
"pt_3_eq"	71.6063723104067	15.098478363762	0.000360373403522627	9
"pt_3_ard"	79.7373671383483	23.2294731917036	6.18200907656281e-06	12
