"AICc"	"Delta_AICc"	"AICcWt"	"K_rates"
"pt_1_eq"	54.6954798488767	0	0.651259072027392	1
"pt_1_ard"	56.5987950132495	1.90331516437274	0.251451452968452	2
"pt_2_eq"	58.8218560979286	4.12637624905189	0.0827413435089187	4
"pt_2_ard"	62.3232219397468	7.6277420908701	0.0143684736654805	2
"pt_3_eq"	71.1676092246106	16.4721293757339	0.00017253465489949	9
"pt_3_ard"	77.5420983873002	22.8466185384235	7.12317485698842e-06	2
