"AICc"	"Delta_AICc"	"AICcWt"	"K_rates"
"pt_1_eq"	56.7472358809136	0	0.698043359073035	1
"pt_1_ard"	58.6369406170999	1.88970473618631	0.271355251011492	2
"pt_2_eq"	63.3504104813491	6.60317460043555	0.0257052157718536	4
"pt_2_ard"	66.7950105604018	10.0477746794882	0.00459235920528228	6
"pt_3_eq"	72.271095808069	15.5238599271554	0.000297111216564072	9
"pt_3_ard"	79.8539831571743	23.1067472762607	6.70372177315346e-06	12
