"AICc"	"Delta_AICc"	"AICcWt"	"K_rates"
"pt_1_eq"	55.8363884965312	0	0.649705037093108	1
"pt_1_ard"	57.7696122711944	1.93322377466318	0.247128040147078	2
"pt_2_eq"	59.8246622984869	3.9882738019557	0.0884450601369077	4
"pt_2_ard"	63.4511691968647	7.61478070033342	0.0144273847685809	6
"pt_3_eq"	71.2844006534041	15.4480121568728	0.000287225514309859	9
"pt_3_ard"	78.6422876412321	22.8058991447009	7.25234001471136e-06	12
