"AICc"	"Delta_AICc"	"AICcWt"	"K_rates"
"pt_1_eq"	54.8765686952659	0	0.701209067336168	1
"pt_1_ard"	56.8565833421952	1.98001464692931	0.260551036812133	2
"pt_2_eq"	61.4797432429651	6.60317454769926	0.0258217926122397	4
"pt_2_ard"	62.9702950253098	8.09372633004392	0.0122551090961022	6
"pt_3_eq"	71.6846330992249	16.8080644039591	0.000157044493162026	9
"pt_3_ard"	78.2310265671834	23.3544578719175	5.94965019549697e-06	12
