"AICc"	"Delta_AICc"	"AICcWt"	"K_rates"
"pt_1_eq"	57.0878161512267	0	0.671399152387853	1
"pt_1_ard"	58.9849614990015	1.89714534777475	0.260028476028015	2
"pt_2_eq"	62.0021918693925	4.91437571816574	0.0575224877704835	4
"pt_2_ard"	65.3211153718068	8.2332992205801	0.010943155713038	2
"pt_3_eq"	74.6575760089952	17.5697598577685	0.00010274386794091	9
"pt_3_ard"	81.157364875117	24.0695487238903	3.98423267002325e-06	2
