"AICc"	"Delta_AICc"	"AICcWt"	"K_rates"
"pt_1_eq"	56.0611312784243	0	0.66796410135464	1
"pt_1_ard"	57.9687052465744	1.90757396815009	0.257352681969423	2
"pt_2_eq"	60.7456354108815	4.68450413245721	0.0641986617444678	4
"pt_2_ard"	64.4112611591258	8.35012988070155	0.0102694091563141	2
"pt_3_eq"	72.1824989630246	16.1213676846003	0.000210883504216454	9
"pt_3_ard"	79.9855064947237	23.9243752162994	4.26227093867315e-06	2
