"AICc"	"Delta_AICc"	"AICcWt"	"K_rates"
"pt_1_eq"	56.8164045711438	0	0.62853654170812	1
"pt_1_ard"	58.6954002402243	1.87899566908057	0.245647193299663	2
"pt_2_eq"	60.3460595371102	3.52965496596645	0.107615714704086	4
"pt_2_ard"	63.9426085003825	7.1262039292387	0.0178194793218327	6
"pt_3_eq"	71.6705847375425	14.8541801663987	0.000373926540843452	9
"pt_3_ard"	79.5860386721657	22.7696341010219	7.14442545486913e-06	12
